event_number,wheel_width_sample,sensor_sampling_rate,bad_events,bad_events_dirtyAX,bad_events_raining,good_events,min_widths_wheel_Ax0,max_widths_wheel_Ax0,min_widths_wheel_Ax1,max_widths_wheel_Ax1,widths_wheel,event_type,sensors_durability,Ax0_situation_dict,Ax1_situation_dict,output_layer_situation_dict,event_tag,bridge_name,date_time,gross_vehicle_weight,confident,velocity,lane,vehicle_type,axle_weight,axle_spacing,overweight,overweight_amount,esal,lpr_number,axle_count,gvw_strain_are,direction,type_weight_limit
bad_events_raining|20240912_031648_4,40.43620142780098,870.5015585151601,,,46.38671875,12.20703125,,,,,[],bad_events_raining,60.3205328043077,{'Raining_events': 6.44},"{'Raining_events': 3.54, 'Good_events': 1.41}","{'Durability_mid': 3.54, 'Durability_high': 1.41}",PONGPHET_20240912_031648_4,PONGPHET,2024-09-12 03:16:48,30.26,True,62,1,4,"[5.3, 5.3, 9.8, 9.8]","[1.88, 3.64, 1.46]",True,0.26,2.85,704-4552,4,20.2,to Vibhavadi,30.0
bad_events_raining|20240912_031855_1,,869.2699490662139,,,1652.83203125,12.20703125,40.00854037267078,76.8538143450528,51.18749455242744,59.97918134027486,"[51.97651739469435, 52.369477770212654, 52.245249697017414, 40.00854037267078, 55.98309597523212, 54.682166492511215, 76.8538143450528, 76.8538143450528, 55.9760415016633, 55.9760415016633, 57.697442992842525, 58.73269689737481, 52.92919641533018, 51.18749455242744, 52.83267688595561, 52.83267688595561, 54.981176342208755, 55.61106417070141, 56.68388341358309, 56.589093105148095, 54.95491143317213, 59.97918134027486, 59.97918134027486]",bad_events_raining,52.260852957028376,{'Raining_events': 67.65},"{'Raining_events': 100.0, 'Dirty_events': 4.92}","{'Durability_mid': 67.65, 'Durability_low': 4.92}",,,,,,,,,,,,,,,,,,
bad_events_raining|20240912_031948_3,32.60521544289989,871.7366628830874,,,35.807291666666664,22.786458333333332,,,,,[],bad_events_raining,98.66666666666667,{'Good_events': 100.0},{'Good_events': 100.0},{'Durability_veryhigh': 100.0},PONGPHET_20240912_031948_3,PONGPHET,2024-09-12 03:19:48,14.67,True,77,2,2,"[4.6, 10.0]",[4.51],False,0.0,2.38,99-8936,2,12.9,to Vibhavadi,15.0
bad_events_raining|20240912_032135_2,45.47952810548231,868.5326547921968,,,32.552083333333336,13.020833333333334,,,,,[],bad_events_raining,53.999999999999986,{'Raining_events': 33.93},{'Raining_events': 100.0},{'Durability_mid': 33.93},PONGPHET_20240912_032135_2,PONGPHET,2024-09-12 03:21:35,93.68,True,55,2,14,"[13.0, 17.8, 17.8, 18.5, 13.3, 13.3]","[4.52, 1.45, 5.16, 3.64, 1.55]",True,43.18,69.94,83-5454,6,41.9,to Khaerai,50.5
bad_events_raining|20240912_032603_2,30.9599395313681,870.7482993197278,,,107.421875,7.32421875,,,,,[],bad_events_raining,31.70671039628518,{'Raining_events': 86.19},"{'Dirty_events': 100.0, 'Raining_events': 5.65}","{'Durability_low': 86.19, 'Durability_mid': 5.65}",PONGPHET_20240912_032603_2,PONGPHET,2024-09-12 03:26:03,49.29,True,81,2,8,"[10.9, 10.9, -2.0, -2.0, 15.8, 15.8]","[1.75, 2.15, 1.49, 3.44, 1.52]",False,0.0,21.35,85-5990,6,25.6,to Khaerai,50.0
bad_events_raining|20240912_032613_4,35.85556231003039,871.4893617021277,,,875.6510416666666,0.0,,,,,[],bad_events_raining,53.99999999999999,{'Raining_events': 28.43},{'Raining_events': 39.92},{'Durability_mid': 28.43},PONGPHET_20240912_032613_4,PONGPHET,2024-09-12 03:26:13,52.66,True,70,1,12,"[10.3, 10.4, 10.4, 9.0, 12.4]","[5.67, 1.58, 5.8, 4.75]",True,5.66,12.79,79-3807,5,26.0,to Vibhavadi,47.0
bad_events_raining|20240912_032803_1,38.08048096440801,872.6776887676837,,,160.15625,1.953125,,,,,[],bad_events_raining,59.63404544331928,{'Good_events': 100.0},"{'Dirty_events': 100.0, 'Raining_events': 24.62}","{'Durability_mid': 100.0, 'Durability_high': 24.62}",PONGPHET_20240912_032803_1,PONGPHET,2024-09-12 03:28:03,21.63,True,66,1,3,"[10.6, 5.5, 5.5]","[4.41, 1.45]",False,0.0,3.1,81-5259,3,20.6,to Khaerai,25.0
bad_events_raining|20240912_032810_1,39.56723338485317,879.271852996737,,,896.484375,0.0,,,,,[],bad_events_raining,54.890147588509556,{'Good_events': 100.0},"{'Dirty_events': 100.0, 'Raining_events': 3.11}","{'Durability_mid': 100.0, 'Durability_high': 3.11}",PONGPHET_20240912_032810_1,PONGPHET,2024-09-12 03:28:10,22.67,True,64,1,3,"[12.2, 5.2, 5.2]","[4.44, 1.53]",False,0.0,5.2,70-2915,3,21.4,to Khaerai,25.0
bad_events_raining|20240912_032905_1,61.37351202863564,873.7201365187713,,,3.2552083333333335,5.859375,,,,,[],bad_events_raining,54.423343097504834,{'Good_events': 100.0},"{'Dirty_events': 100.0, 'Raining_events': 1.46}","{'Durability_mid': 100.0, 'Durability_high': 1.46}",PONGPHET_20240912_032905_1,PONGPHET,2024-09-12 03:29:05,72.01,True,41,1,14,"[9.4, 13.2, 13.2, 18.7, 8.8, 8.8]","[4.53, 1.47, 5.28, 4.09, 1.75]",True,21.51,39.67,,6,50.0,to Khaerai,50.5
bad_events_raining|20240912_032911_2,68.63805894161116,881.8083961248656,,,888.671875,1.953125,,,,,[],bad_events_raining,29.999999999999993,{'Raining_events': 28.43},{'Dirty_events': 100.0},{'Durability_low': 28.43},PONGPHET_20240912_032911_2,PONGPHET,2024-09-12 03:29:11,8.44,True,37,1,2,"[3.1, 5.3]",[6.28],False,0.0,0.2,,2,12.2,to Khaerai,15.0
bad_events_raining|20240912_033014_4,38.15852806459126,874.4662681468831,,,55.338541666666664,6.510416666666667,,,,,[],bad_events_raining,53.999999999999964,{'Raining_events': 10.21},{'Raining_events': 6.44},{'Durability_mid': 6.44},PONGPHET_20240912_033014_4,PONGPHET,2024-09-12 03:30:14,23.88,True,66,1,3,"[7.9, 8.0, 8.0]","[5.68, 1.46]",False,0.0,2.04,71-1882,3,15.9,to Vibhavadi,25.0
bad_events_raining|20240912_033359_1,,871.4893617021277,,,45.572916666666664,0.0,40.779340022091446,52.68018903851316,32.99861111111113,63.972329204431844,"[40.779340022091446, 50.35587545758767, 48.98422549461725, 50.90935501355011, 52.68018903851316, 52.9932614555255, 50.68779522532873, 54.99730458221029, 63.972329204431844, 32.99861111111113]",bad_events_raining,41.3420492082193,{'Raining_events': 100.0},"{'Dirty_events': 94.34, 'Raining_events': 79.42}","{'Durability_low': 94.34, 'Durability_mid': 79.42}",,,,,,,,,,,,,,,,,,
bad_events_raining|20240912_033444_1,,871.6377255703098,,,113.28125,2.44140625,57.96633722503748,59.968039309339474,57.94848375861284,60.93128134019116,"[57.96685481252257, 57.983551921416165, 57.96633722503748, 59.968039309339474, 59.963836368140164, 59.963836368140164, 60.93128134019116, 57.952867254696685, 57.94848375861284, 58.97351623740224, 58.97351623740224, 59.95559189914002]",bad_events_raining,41.1486011780632,{'Raining_events': 100.0},"{'Dirty_events': 96.22, 'Raining_events': 77.01}","{'Durability_low': 96.22, 'Durability_mid': 77.01}",,,,,,,,,,,,,,,,,,
bad_events_raining|20240912_033458_2,,870.5015585151601,,,806.640625,0.0,48.30309372156512,118.94785107084022,42.28799968242629,112.357286332792,"[118.94785107084022, 118.94785107084022, 48.30309372156512, 49.25111500477851, 112.357286332792, 46.90843799145023, 42.28799968242629]",bad_events_raining,65.22059443525373,{'Good_events': 100.0},"{'Dirty_events': 95.56, 'Raining_events': 77.93}","{'Durability_mid': 95.56, 'Durability_high': 77.93}",,,,,,,,,,,,,,,,,,
bad_events_raining|20240912_033903_4,39.644393461428166,880.9865213650702,,,50.78125,3.2552083333333335,,,,,[],bad_events_raining,53.99999999999996,{'Raining_events': 50.95},{'Raining_events': 26.7},{'Durability_mid': 26.7},PONGPHET_20240912_033903_4,PONGPHET,2024-09-12 03:39:03,31.78,True,64,1,3,"[9.5, 11.1, 11.1]","[4.53, 1.67]",True,6.78,6.19,,3,22.0,to Vibhavadi,25.0
bad_events_raining|20240912_034630_1,,877.0126755738266,,,404.296875,0.0,56.616140113691245,61.97346901368928,55.91915873288781,62.924315290185405,"[60.9609803921569, 56.616140113691245, 59.98098386977517, 59.99257075676337, 61.97346901368928, 61.96476793692864, 60.60587790335512, 55.91915873288781, 61.90941762138573, 62.902128968979014, 62.924315290185405, 62.61029111144762]",bad_events_raining,42.04376965411889,{'Raining_events': 100.0},"{'Raining_events': 86.46, 'Dirty_events': 85.46}","{'Durability_mid': 86.46, 'Durability_low': 85.46}",,,,,,,,,,,,,,,,,,
bad_events_raining|20240912_034803_1,38.52842809364549,869.5652173913044,,,17.578125,4.8828125,,,,,[],bad_events_raining,51.910720983211256,{'Raining_events': 38.68},"{'Raining_events': 100.0, 'Dirty_events': 3.85}","{'Durability_mid': 38.68, 'Durability_low': 3.85}",PONGPHET_20240912_034803_1,PONGPHET,2024-09-12 03:48:03,50.85,True,65,1,14,"[10.1, 8.6, 8.6, 11.1, 6.3, 6.3]","[4.74, 1.57, 5.05, 3.71, 1.63]",True,0.35,7.7,,6,35.8,to Khaerai,50.5
bad_events_raining|20240912_034924_1,45.17314903315933,878.3667867558759,,,689.453125,0.0,,,,,[],bad_events_raining,67.87012107105063,{'Good_events': 100.0},"{'Raining_events': 95.04, 'Dirty_events': 60.93}","{'Durability_high': 95.04, 'Durability_mid': 60.93}",PONGPHET_20240912_034924_1,PONGPHET,2024-09-12 03:49:24,19.94,True,56,1,3,"[8.9, 5.5, 5.5]","[5.45, 1.41]",False,0.0,1.69,90-0883,3,18.5,to Khaerai,25.0
bad_events_raining|20240912_035210_1,51.688528382840595,879.4228787358296,,,121.09375,2.44140625,,,,,[],bad_events_raining,52.72704548233712,{'Raining_events': 100.0},"{'Raining_events': 100.0, 'Dirty_events': 4.51}","{'Durability_mid': 100.0, 'Durability_low': 4.51}",PONGPHET_20240912_035210_1,PONGPHET,2024-09-12 03:52:10,42.29,True,49,1,7,"[6.3, 8.0, 8.0, 10.0, 10.0]","[3.69, 1.58, 3.81, 1.4]",False,0.0,4.35,,5,35.0,to Khaerai,45.0
bad_events_raining|20240912_035405_1,39.32411674347159,873.8692609660352,,,412.109375,0.0,42.870884604417824,42.870884604417824,,,[42.870884604417824],bad_events_raining,41.99999999999996,{'Raining_events': 11.95},"{'Dirty_events': 97.24, 'Raining_events': 75.36}","{'Durability_low': 11.95, 'Durability_mid': 11.95}",PONGPHET_20240912_035405_1,PONGPHET,2024-09-12 03:54:05,50.29,True,64,1,8,"[6.0, 6.0, 8.5, 8.5, 10.7, 10.7]","[1.74, 2.08, 1.49, 3.42, 1.54]",True,0.29,5.51,85-7318,6,41.9,to Khaerai,50.0
bad_events_raining|20240912_035429_1,,871.6377255703098,,,37.109375,6.510416666666667,31.88652597402597,196.54307289569078,32.94944796565119,62.87329282718565,"[31.88652597402597, 43.71247702675112, 59.577360049576555, 59.577360049576555, 58.6830985915492, 58.6830985915492, 59.47176769514704, 59.47176769514704, 59.620426829268354, 59.620426829268354, 60.542196990772936, 60.542196990772936, 196.54307289569078, 32.94944796565119, 61.567133292757035, 58.99785973819121, 57.642144540455774, 57.642144540455774, 62.87329282718565, 61.566326530612514]",bad_events_raining,41.999999999999936,{'Raining_events': 38.68},"{'Dirty_events': 99.53, 'Raining_events': 69.25}","{'Durability_low': 38.68, 'Durability_mid': 38.68}",,,,,,,,,,,,,,,,,,
bad_events_raining|20240912_035521_1,35.806804108690905,870.3042665306816,,,910.15625,0.0,,,,,[],bad_events_raining,34.82546967827885,{'Raining_events': 21.53},"{'Dirty_events': 100.0, 'Raining_events': 5.85}","{'Durability_low': 21.53, 'Durability_mid': 5.85}",PONGPHET_20240912_035521_1,PONGPHET,2024-09-12 03:55:21,47.17,True,70,1,8,"[7.9, 7.9, 3.2, 3.2, 12.4, 12.4]","[1.89, 2.74, 1.57, 2.91, 1.76]",False,0.0,7.86,85-4546,6,38.7,to Khaerai,50.0
bad_events_raining|20240912_035704_1,48.656353941185785,878.5175017158545,,,50.78125,3.2552083333333335,,,,,[],bad_events_raining,41.999999999999986,{'Raining_events': 9.38},"{'Dirty_events': 100.0, 'Raining_events': 30.2}","{'Durability_low': 9.38, 'Durability_mid': 9.38}",PONGPHET_20240912_035704_1,PONGPHET,2024-09-12 03:57:04,26.89,True,52,1,4,"[5.0, 5.0, 8.4, 8.4]","[1.95, 3.68, 1.69]",False,0.0,1.61,70-1577,4,24.5,to Khaerai,30.0
bad_events_raining|20240912_035828_1,45.88427488992267,876.2621940783844,,,957.03125,0.0,,,,,[],bad_events_raining,41.99999999999999,{'Raining_events': 5.17},"{'Dirty_events': 100.0, 'Raining_events': 14.25}","{'Durability_low': 5.17, 'Durability_mid': 5.17}",PONGPHET_20240912_035828_1,PONGPHET,2024-09-12 03:58:28,45.31,True,55,1,7,"[7.5, 8.8, 8.8, 10.1, 10.1]","[3.71, 1.47, 3.8, 1.49]",True,0.31,5.36,89-5634,5,37.6,to Khaerai,45.0
bad_events_raining|20240912_040030_1,53.777197499617074,877.6139869729175,,,42.96875,2.44140625,,,,,[],bad_events_raining,37.921095143642155,{'Raining_events': 92.19},"{'Dirty_events': 100.0, 'Raining_events': 38.41}","{'Durability_low': 92.19, 'Durability_mid': 38.41}",PONGPHET_20240912_040030_1,PONGPHET,2024-09-12 04:00:30,49.57,True,47,1,7,"[7.0, 10.3, 10.3, 10.9, 10.9]","[3.81, 1.46, 4.35, 1.86]",True,4.57,7.83,69-6884,5,40.0,to Khaerai,45.0
bad_events_raining|20240912_040100_2,27.628228548944662,872.9752770673487,,,1455.078125,0.0,,,,,[],bad_events_raining,42.000000000000036,{'Raining_events': 20.34},"{'Dirty_events': 100.0, 'Raining_events': 52.13}","{'Durability_low': 20.34, 'Durability_mid': 20.34}",PONGPHET_20240912_040100_2,PONGPHET,2024-09-12 04:01:00,55.04,True,91,2,8,"[10.1, 10.1, 4.4, 4.4, 13.1, 13.1]","[1.71, 2.16, 1.46, 3.65, 1.49]",True,5.04,11.23,84-4881,6,28.5,to Khaerai,50.0
bad_events_raining|20240912_040124_1,44.048141808633616,871.7861399625405,,,35.15625,0.0,43.87584967344401,43.87584967344401,,,[43.87584967344401],bad_events_raining,41.31150291937693,{'Raining_events': 100.0},"{'Dirty_events': 94.66, 'Raining_events': 79.06}","{'Durability_low': 94.66, 'Durability_mid': 79.06}",PONGPHET_20240912_040124_1,PONGPHET,2024-09-12 04:01:24,40.36,True,57,1,7,"[8.7, 7.0, 7.0, 8.8, 8.8]","[3.6, 1.39, 3.73, 1.34]",False,0.0,3.69,52-9055,5,33.8,to Khaerai,45.0
bad_events_raining|20240912_040147_1,30.603197795082103,871.3410483321987,,,1207.03125,0.0,,,,,[],bad_events_raining,41.99999999999997,{'Raining_events': 21.53},"{'Dirty_events': 91.94, 'Raining_events': 81.84}","{'Durability_low': 21.53, 'Durability_mid': 21.53}",PONGPHET_20240912_040147_1,PONGPHET,2024-09-12 04:01:47,45.42,True,82,1,8,"[7.2, 7.2, 3.7, 3.7, 11.8, 11.8]","[1.66, 2.4, 1.54, 2.99, 1.71]",False,0.0,6.31,85-5993,6,37.7,to Khaerai,50.0
bad_events_raining|20240912_040310_1,45.6576665840971,871.9346049046321,,,31.25,0.0,41.71125873070832,48.72803127552743,,,"[41.71125873070832, 48.72803127552743]",bad_events_raining,40.27242184456617,{'Raining_events': 29.48},"{'Dirty_events': 100.0, 'Raining_events': 22.28}","{'Durability_low': 29.48, 'Durability_mid': 22.28}",PONGPHET_20240912_040310_1,PONGPHET,2024-09-12 04:03:10,21.41,True,55,1,3,"[8.1, 6.6, 6.6]","[5.75, 1.55]",False,0.0,1.53,81-8656,3,19.6,to Khaerai,25.0
bad_events_raining|20240912_040320_1,38.68611606674362,873.1241473396999,,,1345.703125,1.953125,,,,,[],bad_events_raining,57.623381679171246,"{'Good_events': 14.56, 'Raining_events': 2.21}","{'Dirty_events': 100.0, 'Raining_events': 5.73}","{'Durability_mid': 14.56, 'Durability_high': 5.73, 'Durability_low': 2.21}",PONGPHET_20240912_040320_1,PONGPHET,2024-09-12 04:03:20,49.14,True,65,1,8,"[7.1, 7.1, 8.6, 8.6, 8.8, 8.8]","[1.58, 2.19, 1.74, 3.43, 1.73]",False,0.0,4.0,90-7153,6,40.5,to Khaerai,50.0
bad_events_raining|20240912_040531_3,,884.5378635185718,,,76.171875,0.0,36.14955365445417,39.097519951943696,33.96947387990326,38.84586222499411,"[38.07157704042697, 36.14955365445417, 36.14955365445417, 36.176638837353266, 39.097519951943696, 37.119104253723435, 36.20719763384864, 36.20719763384864, 37.928052065330576, 37.928052065330576, 35.869306555513504, 38.84586222499411, 38.84586222499411, 36.85494264486647, 35.87707098469036, 33.96947387990326]",bad_events_raining,79.26202894088006,"{'Good_events': 84.14, 'Raining_events': 0.32}","{'Raining_events': 3.54, 'Good_events': 1.41}","{'Durability_high': 3.54, 'Durability_veryhigh': 1.41, 'Durability_mid': 0.32}",,,,,,,,,,,,,,,,,,
bad_events_raining|20240912_040823_2,39.31740614334471,873.7201365187714,,,1150.390625,0.0,,,,,[],bad_events_raining,78.0,{'Good_events': 100.0},{'Raining_events': 100.0},{'Durability_high': 100.0},PONGPHET_20240912_040823_2,PONGPHET,2024-09-12 04:08:23,44.07,True,64,2,7,"[7.2, 7.5, 7.5, 11.0, 11.0]","[3.77, 1.54, 3.32, 1.54]",False,0.0,5.58,54-3098,5,23.0,to Khaerai,45.0
bad_events_raining|20240912_040856_4,42.217736740390805,879.5361820914752,,,42.317708333333336,0.0,,,,,[],bad_events_raining,98.66666666666667,{'Good_events': 100.0},{'Good_events': 100.0},{'Durability_veryhigh': 100.0},PONGPHET_20240912_040856_4,PONGPHET,2024-09-12 04:08:56,33.83,True,60,1,4,"[3.8, 3.8, 13.1, 13.1]","[1.82, 3.42, 1.2]",True,3.83,8.4,70-1067,4,22.9,to Vibhavadi,30.0
bad_events_raining|20240912_041153_2,,871.4893617021277,,,1067.7083333333333,4.8828125,40.164915966386616,192.41220238095252,37.923640480157246,156.92531604054864,"[40.164915966386616, 192.41220238095252, 47.831561085973135, 50.776165732670734, 156.92531604054864, 66.84492203961236, 38.174603174603135, 38.89573783950209, 37.923640480157246]",bad_events_raining,54.000000000000036,{'Raining_events': 10.21},{'Raining_events': 100.0},{'Durability_mid': 10.21},,,,,,,,,,,,,,,,,,
bad_events_raining|20240912_041322_1,,879.4228787358296,,,138.671875,0.0,35.93619341292447,66.65192052430666,31.426767676767668,191.59869641248497,"[62.978838079591014, 35.93619341292447, 62.98600449211722, 63.979843413844264, 63.96967101254745, 64.96343941352416, 53.414280148777834, 60.97603043143317, 61.93618105959604, 59.96728906091357, 66.65192052430666, 162.30345022624442, 31.426767676767668, 61.93143390858336, 53.932354430379746, 62.9109971362268, 65.9018987341774, 64.86456914421069, 64.9239501299794, 191.59869641248497, 60.946111249830665, 59.98939612661843, 60.984673875406315, 66.75857204435943]",bad_events_raining,53.50138773015861,{'Raining_events': 100.0},"{'Raining_events': 100.0, 'Dirty_events': 1.72}","{'Durability_mid': 100.0, 'Durability_low': 1.72}",,,,,,,,,,,,,,,,,,
bad_events_raining|20240912_041408_2,32.105205861220576,869.5159920747241,,,878.90625,4.8828125,,,,,[],bad_events_raining,78.0,{'Good_events': 100.0},{'Raining_events': 100.0},{'Durability_high': 100.0},PONGPHET_20240912_041408_2,PONGPHET,2024-09-12 04:14:08,26.46,True,78,2,3,"[8.5, 9.0, 9.0]","[4.67, 1.48]",True,1.46,3.02,82-7116,3,16.1,to Khaerai,25.0
bad_events_raining|20240912_041856_1,35.41082814019668,872.9752770673487,,,42.96875,0.0,,,37.66320171904363,37.66320171904363,[37.66320171904363],bad_events_raining,53.999999999999986,{'Raining_events': 76.33},{'Raining_events': 100.0},{'Durability_mid': 76.33},PONGPHET_20240912_041856_1,PONGPHET,2024-09-12 04:18:56,22.73,True,71,1,3,"[9.0, 6.9, 6.9]","[6.47, 1.55]",False,0.0,2.09,71-3497,3,20.3,to Khaerai,25.0
bad_events_raining|20240912_041907_1,36.988837325975176,873.3475479744137,,,853.515625,0.0,,,,,[],bad_events_raining,53.92412051886999,{'Raining_events': 11.29},"{'Raining_events': 100.0, 'Dirty_events': 0.04}","{'Durability_mid': 11.29, 'Durability_low': 0.04}",PONGPHET_20240912_041907_1,PONGPHET,2024-09-12 04:19:07,36.51,True,68,1,9,"[8.0, 5.9, 5.9, 5.6, 5.6, 5.6]","[3.84, 1.45, 8.12, 1.52, 1.7]",False,0.0,1.62,74-7411,6,26.0,to Khaerai,50.5
bad_events_raining|20240912_042000_1,36.08280722360887,877.0126755738266,,,46.875,3.2552083333333335,,,,,[],bad_events_raining,78.0,{'Good_events': 100.0},{'Raining_events': 100.0},{'Durability_high': 100.0},PONGPHET_20240912_042000_1,PONGPHET,2024-09-12 04:20:00,22.04,True,70,1,3,"[7.9, 7.1, 7.1]","[5.62, 1.53]",False,0.0,1.59,82-1148,3,20.2,to Khaerai,25.0
bad_events_raining|20240912_042038_2,34.336277690671714,882.2515795519815,,,1269.53125,0.0,,,33.16455823293174,33.16455823293174,[33.16455823293174],bad_events_raining,78.0,{'Good_events': 100.0},{'Raining_events': 100.0},{'Durability_high': 100.0},PONGPHET_20240912_042038_2,PONGPHET,2024-09-12 04:20:38,14.42,True,74,2,3,"[5.7, 4.3, 4.3]","[5.68, 1.49]",False,0.0,0.34,,3,8.3,to Khaerai,25.0
bad_events_raining|20240912_042106_1,49.213516896120154,871.4893617021277,,,27.34375,0.0,,,,,[],bad_events_raining,78.0,{'Good_events': 100.0},{'Raining_events': 100.0},{'Durability_high': 100.0},PONGPHET_20240912_042106_1,PONGPHET,2024-09-12 04:21:06,22.16,True,51,1,3,"[8.1, 7.0, 7.0]","[6.61, 1.47]",False,0.0,1.65,62-4860,3,19.8,to Khaerai,25.0
bad_events_raining|20240912_042417_2,,878.4044606476517,,,1457.03125,0.0,56.26993079427234,58.895515970516044,54.385862299465316,57.44011019283744,"[56.32005845816593, 56.58067765567762, 56.26993079427234, 56.68826923076904, 58.895515970516044, 58.3648162342638, 54.385862299465316, 54.4396216465625, 54.54615205766095, 55.084466437177525, 57.44011019283744, 56.400587248322154]",bad_events_raining,76.88554488735912,{'Good_events': 100.0},"{'Raining_events': 100.0, 'Dirty_events': 3.93}","{'Durability_high': 100.0, 'Durability_mid': 3.93}",,,,,,,,,,,,,,,,,,
bad_events_raining|20240912_042424_1,44.788958277646834,870.896410954244,,,22.786458333333332,0.0,,,,,[],bad_events_raining,41.99999999999996,{'Raining_events': 14.83},"{'Raining_events': 100.0, 'Dirty_events': 15.94}","{'Durability_low': 14.83, 'Durability_mid': 14.83}",PONGPHET_20240912_042424_1,PONGPHET,2024-09-12 04:24:24,25.71,True,56,1,3,"[10.1, 7.8, 7.8]","[4.6, 1.58]",True,0.71,3.4,82-4294,3,24.5,to Khaerai,25.0
bad_events_raining|20240912_043054_1,37.72430272361197,877.6139869729175,,,29.296875,0.0,,,,,[],bad_events_raining,77.83010035274536,"{'Good_events': 75.88, 'Raining_events': 0.49}",{'Raining_events': 100.0},"{'Durability_high': 75.88, 'Durability_mid': 0.49}",PONGPHET_20240912_043054_1,PONGPHET,2024-09-12 04:30:54,48.35,True,67,1,9,"[10.3, 7.7, 7.7, 7.6, 7.6, 7.6]","[3.42, 1.64, 7.93, 1.55, 1.46]",False,0.0,4.68,52-8683,6,35.0,to Khaerai,50.5
bad_events_raining|20240912_043133_1,60.23086537754577,878.3667867558759,,,17.08984375,0.0,,,,,[],bad_events_raining,53.99999999999995,{'Raining_events': 11.95},{'Raining_events': 100.0},{'Durability_mid': 11.95},PONGPHET_20240912_043133_1,PONGPHET,2024-09-12 04:31:33,49.38,True,42,1,13,"[6.1, 6.1, 9.0, 9.0, 9.3, 10.0]","[2.0, 3.36, 1.61, 5.87, 5.02]",False,0.0,6.14,83-2996,6,34.0,to Khaerai,50.5
bad_events_raining|20240912_043233_2,34.30425906862317,881.4288788465676,,,192.87109375,0.0,,,,,[],bad_events_raining,53.99999999999998,{'Raining_events': 8.21},{'Raining_events': 100.0},{'Durability_mid': 8.21},PONGPHET_20240912_043233_2,PONGPHET,2024-09-12 04:32:33,33.23,True,74,2,12,"[6.8, 5.9, 5.9, 6.2, 8.5]","[5.62, 1.48, 5.67, 5.76]",False,0.0,2.31,43-4731,5,14.1,to Khaerai,47.0
bad_events_raining|20240912_043254_2,48.37414376820722,873.4220402592972,,,14.6484375,1.953125,,,52.91475388808726,52.91475388808726,[52.91475388808726],bad_events_raining,78.0,{'Good_events': 100.0},{'Raining_events': 99.32},{'Durability_high': 99.32},PONGPHET_20240912_043254_2,PONGPHET,2024-09-12 04:32:54,49.73,True,52,2,14,"[10.0, 9.9, 9.9, 5.0, 7.5, 7.5]","[4.83, 1.56, 5.34, 3.88, 1.55]",False,0.0,6.01,51-2632,6,21.8,to Khaerai,50.5
bad_events_raining|20240912_043405_1,43.4217733148797,874.466268146883,,,14.6484375,1.953125,,,,,[],bad_events_raining,54.00000000000005,{'Raining_events': 9.38},{'Raining_events': 100.0},{'Durability_mid': 9.38},PONGPHET_20240912_043405_1,PONGPHET,2024-09-12 04:34:05,48.47,True,58,1,9,"[8.7, 7.9, 7.9, 8.0, 8.0, 8.0]","[3.51, 1.7, 7.91, 1.45, 1.69]",False,0.0,3.86,52-8679,6,34.7,to Khaerai,50.5
bad_events_raining|20240912_043428_1,45.80327189894388,874.7152619589978,,,35.807291666666664,1.953125,,,,,[],bad_events_raining,54.000000000000036,{'Raining_events': 10.21},{'Raining_events': 100.0},{'Durability_mid': 10.21},PONGPHET_20240912_043428_1,PONGPHET,2024-09-12 04:34:28,41.82,True,55,1,9,"[6.1, 6.7, 6.7, 7.5, 7.5, 7.5]","[3.69, 1.45, 8.38, 1.52, 1.71]",False,0.0,1.99,97-6043,6,29.7,to Khaerai,50.5
bad_events_raining|20240912_043536_1,63.31844726897974,879.4228787358296,,,185.546875,1.953125,,,,,[],bad_events_raining,54.00000000000001,{'Raining_events': 43.74},{'Raining_events': 100.0},{'Durability_mid': 43.74},PONGPHET_20240912_043536_1,PONGPHET,2024-09-12 04:35:36,44.62,True,40,1,7,"[3.7, 10.3, 10.3, 10.1, 10.1]","[3.79, 1.51, 4.46, 1.45]",False,0.0,6.26,97-4055,5,36.1,to Khaerai,45.0
bad_events_raining|20240912_043554_4,41.947514401536154,873.9065500320033,,,234.375,7.32421875,,,,,[],bad_events_raining,64.47925297979465,"{'Raining_events': 3.54, 'Good_events': 1.41}","{'Raining_events': 3.54, 'Good_events': 1.41}","{'Durability_mid': 3.54, 'Durability_high': 1.41, 'Durability_veryhigh': 1.41}",PONGPHET_20240912_043554_4,PONGPHET,2024-09-12 04:35:54,31.35,True,60,1,14,"[7.6, 7.1, 7.1, 6.7, 1.5, 1.5]","[4.87, 1.71, 5.66, 4.04, 1.48]",False,0.0,1.9,70-2058,6,15.5,to Vibhavadi,50.5
bad_events_raining|20240912_043616_1,51.22223187147199,871.4893617021277,,,373.046875,7.32421875,,,,,[],bad_events_raining,78.0,{'Good_events': 100.0},{'Raining_events': 100.0},{'Durability_high': 100.0},PONGPHET_20240912_043616_1,PONGPHET,2024-09-12 04:36:16,48.43,True,49,1,9,"[8.2, 8.4, 8.4, 7.8, 7.8, 7.8]","[3.24, 1.8, 8.02, 1.49, 1.52]",False,0.0,3.78,50-3055,6,34.9,to Khaerai,50.5
